cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
812	bladder_glrlm_RunPercentage	Mean_plasm_AreaShape_Zernike_4_4	0.04949049100283967
813	bladder_gldm_GrayLevelNonUniformity	Median_plasm_AreaShape_MeanRadius	0.049582388957728867
814	bladder_glcm_ClusterTendency	Median_nuclei_Intensity_MaxIntensity_Hematoxylin	0.049582388957728867
815	bladder_glcm_DifferenceEntropy	Median_plasm_AreaShape_Zernike_2_2	0.04965122588288085
816	bladder_glrlm_GrayLevelNonUniformityNormalized	Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	0.04966321958194797
817	cancer_gldm_LargeDependenceHighGrayLevelEmphasis	StDev_plasm_AreaShape_Zernike_8_2	0.049675989332863706
818	cancer_glszm_GrayLevelNonUniformity	Mean_plasm_AreaShape_Zernike_9_1	0.04967753911382538
819	cancer_firstorder_Energy	Mean_plasm_AreaShape_Zernike_9_5	0.049683025147634084
820	cancer_glrlm_ShortRunLowGrayLevelEmphasis	StDev_plasm_Parent_nuclei;Mean_plasm_Parent_nuclei;Median_plasm_Parent_nuclei	0.049683025147634084
821	bladder_glrlm_ShortRunEmphasis	StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	0.049683025147634084
822	cancer_glszm_ZoneEntropy	StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256	0.04972954073631964
823	cancer_shape_VoxelVolume	Median_nuclei_AreaShape_Zernike_4_0	0.04972954073631964
824	cancer_shape_Elongation	Median_nuclei_AreaShape_Zernike_1_1	0.049741574220277744
825	cancer_glcm_Autocorrelation	Mean_nuclei_AreaShape_Area	0.0497889466019909
826	bladder_glrlm_GrayLevelNonUniformityNormalized	Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	0.04981305504356229
827	bladder_shape_MinorAxisLength	StDev_nuclei_AreaShape_Zernike_9_1	0.049892687225668995
