Gene	Gene_name	Length
ENSG00000237741	AC002368.1	2502
ENSG00000233103	AL133329.1	6953
ENSG00000227873	Z93242.2	393
ENSG00000237252	AC233981.1	460
ENSG00000270524	QTRT1P1	1077
ENSG00000269475	AC244102.2	1032
ENSG00000287700	AL591378.1	7055
ENSG00000250423	KIAA1210	71944
ENSG00000271433	PPATP2	507
ENSG00000186288	PABPC1L2A	2236
ENSG00000225758	RPS17P17	408
ENSG00000242998	RN7SL379P	292
ENSG00000212214	SNORA48B	134
ENSG00000283178	BX119927.1	3532
ENSG00000237171	AC005297.3	755
ENSG00000278317	AC011890.2	331
ENSG00000239745	RN7SL790P	297
ENSG00000277535	AL772284.2	3147
ENSG00000187823	RTL4	2612
ENSG00000229979	AC243428.1	263
ENSG00000229885	AC244505.6	129
ENSG00000223742	AC112495.1	14863
ENSG00000212560	RNU6-630P	105
ENSG00000241198	RN7SL191P	304
ENSG00000236747	LINC01282	24522
ENSG00000176812	AC112778.1	826
ENSG00000123561	SERPINA7	6292
ENSG00000252016	AL024493.2	126
ENSG00000153779	TGIF2LX	975
ENSG00000233433	AC006144.1	1599
ENSG00000268104	SLC6A14	24852
ENSG00000271088	AL161722.3	2982
ENSG00000270493	AL670379.4	253
ENSG00000198681	MAGEA1	4596
ENSG00000176970	RPL7L1P11	720
ENSG00000280275	Z82209.2	2011
ENSG00000230926	AC239367.2	8410
ENSG00000196406	SPANXD	1328
ENSG00000198354	DCAF12L2	2790
ENSG00000232599	AL008707.1	533
ENSG00000215310	AL050305.1	1229
ENSG00000231706	CYCSP43	309
ENSG00000224314	AC005002.1	629
ENSG00000201826	RNU6-867P	106
ENSG00000124260	MAGEA10	5268
ENSG00000229946	B3GNT2P1	951
ENSG00000207122	RNU6-591P	105
ENSG00000156920	ADGRG4	115927
ENSG00000224556	BX510359.1	36997
ENSG00000102021	LUZP4	17848
ENSG00000230706	AL035246.1	1254
ENSG00000228771	BX510359.3	2323
ENSG00000214071	BX842568.1	550
ENSG00000201674	U3	213
ENSG00000225508	SSXP5	4333
ENSG00000228819	AL049792.1	1261
ENSG00000206826	RNU6-974P	107
ENSG00000237782	AL020989.1	468
ENSG00000202407	Y_RNA	101
ENSG00000226064	PGBD4P6	609
ENSG00000233710	AL049564.1	824
ENSG00000235350	AL606490.8	8418
ENSG00000223418	AC004554.1	1467
ENSG00000234889	AL391666.1	2763
ENSG00000231447	AC244102.1	945
ENSG00000225970	AL500522.1	70396
ENSG00000285896	AC074281.2	29511
ENSG00000215943	MIR892A	74
ENSG00000271457	AL590229.2	894
ENSG00000236446	CT47B1	3326
ENSG00000206062	AL121823.1	1097
ENSG00000232446	AC129850.1	507
ENSG00000270791	DPRXP6	567
ENSG00000236362	GAGE12F	16940
ENSG00000226081	USP12PX	1056
ENSG00000213652	HMGB3P30	605
ENSG00000207220	RNU1-57P	165
ENSG00000283631	AL928596.1	5945
ENSG00000224902	GAGE12H	7318
ENSG00000229269	AL451048.1	65710
ENSG00000147256	ARHGAP36	31539
ENSG00000270709	AL109653.1	247
ENSG00000223391	AC006210.1	110
ENSG00000232030	MAGEB6B	1223
ENSG00000203923	SPANXN1	8705
ENSG00000235976	Z80107.2	391
ENSG00000229826	AC244505.5	206
ENSG00000234622	AL683807.2	1429
ENSG00000274923	AC005296.1	208
ENSG00000235219	AC236972.2	2490
ENSG00000207969	MIR507	93
ENSG00000215269	GAGE12G	7320
ENSG00000233548	CYCSP44	312
ENSG00000233663	AL161722.1	1031
ENSG00000189401	OTUD6A	1722
ENSG00000243048	FTHL18	548
ENSG00000231001	CCNB1IP1P3	828
ENSG00000225814	GRPEL2P2	669
ENSG00000228572	AL954722.1	1348
ENSG00000231371	AKR1B1P8	935
ENSG00000203870	SMIM9	11314
ENSG00000275335	MIR8088	85
ENSG00000233928	AL591501.1	620190
ENSG00000236243	RPL6P29	864
ENSG00000215102	TERF1P4	1114
ENSG00000275113	GAGE2E	4730
ENSG00000274274	GAGE13	7336
ENSG00000229563	LINC01204	126733
ENSG00000225722	BX890604.1	505
ENSG00000207867	MIR514A3	87
ENSG00000241476	SSX2	10293
ENSG00000277499	AL359854.1	1593
ENSG00000233810	MOB1AP2	1059
ENSG00000226414	MTCYBP38	1122
ENSG00000226502	KRT8P27	1456
ENSG00000225882	LINC01456	134447
ENSG00000221187	MIR548M	85
ENSG00000230889	SHC1P1	1744
ENSG00000271157	AL022154.1	2304
ENSG00000237014	AC004074.1	1062
ENSG00000271094	AL022161.1	212
ENSG00000180772	AGTR2	4230
ENSG00000230347	CT47A8	3322
ENSG00000283435	MIR1321	78
ENSG00000233145	AL589987.2	769
ENSG00000216005	MIR888	76
ENSG00000241743	XACT	442989
ENSG00000183305	MAGEA2B	4021
ENSG00000275643	RBM22P6	866
ENSG00000270251	AL670379.1	251
ENSG00000189186	DCAF8L2	158439
ENSG00000271021	AC239600.1	461
ENSG00000242186	AC231760.1	450
ENSG00000269096	CT45A3	8345
ENSG00000236205	AL023773.2	1004
ENSG00000212595	RNA5SP525	111
ENSG00000270826	Z94722.1	473
ENSG00000212584	RNU6-587P	105
ENSG00000102055	PPP1R2C	797
ENSG00000214031	AC092474.1	1166
ENSG00000221867	MAGEA3	3580
ENSG00000270583	AL365400.2	901
ENSG00000125675	GRIA3	306762
ENSG00000268221	OPN1MW	14265
ENSG00000183981	MAGEA13P	950
ENSG00000234792	AL450023.2	867
ENSG00000271449	CT45A2	8344
ENSG00000226820	AL592049.1	3323
ENSG00000268447	SSX2B	39173
ENSG00000206896	RNU6-1124P	106
ENSG00000269586	CT45A10	8023
ENSG00000228965	RPSAP60	879
ENSG00000101981	F9	32700
ENSG00000234712	AL713923.1	690
ENSG00000212611	SNORD30	69
ENSG00000238116	Z95327.2	1872
ENSG00000155495	MAGEC1	5480
ENSG00000225469	AL023773.1	1123
ENSG00000270308	AL137843.1	384
ENSG00000219870	BRK1P1	221
ENSG00000237957	CT47A5	3322
ENSG00000227302	SSXP9	4334
ENSG00000234161	PABPC5-AS1	20121
ENSG00000241207	AC245047.8	874
ENSG00000207868	MIR514A1	97
ENSG00000226600	CT47A9	3322
ENSG00000233467	U40455.1	864
ENSG00000230502	AL953862.1	167
ENSG00000234463	COX6CP12	201
ENSG00000237182	BX276092.6	249
ENSG00000230249	AC112653.1	696
ENSG00000202199	RNU1-115P	159
ENSG00000235425	RPS7P13	497
ENSG00000230159	BX119904.2	1278
ENSG00000224065	SRIP2	165
ENSG00000224701	MED28P4	571
ENSG00000237345	AC245047.6	2369
ENSG00000231619	AC003685.2	394
ENSG00000216075	MIR890	76
ENSG00000237211	SETP4	867
ENSG00000207731	MIR506	123
ENSG00000215197	PGAM4P1	653
ENSG00000201594	RNA5SP517	116
ENSG00000268988	SPANXN2	9468
ENSG00000122121	XPNPEP2	30562
ENSG00000274022	AL121873.1	523
ENSG00000177689	MAGEB10	15024
ENSG00000207515	RNU6-555P	105
ENSG00000235699	CXorf51B	640
ENSG00000268606	MAGEA2	4021
ENSG00000223707	SFR1P2	729
ENSG00000216064	MIR891B	78
ENSG00000203262	AL137845.1	1109
ENSG00000230162	CT45A11P	4661
ENSG00000120289	MAGEB4	2187
ENSG00000229693	AL606530.1	1249
ENSG00000174016	TENT5D	109807
ENSG00000237294	EIF4BP9	1512
ENSG00000230247	HNRNPH3P1	990
ENSG00000279585	AL109653.2	1064
ENSG00000234748	AL109913.1	513
ENSG00000223753	AC234775.1	669
ENSG00000237873	AL158053.1	452
ENSG00000126010	GRPR	29953
ENSG00000236982	BLOC1S2P1	300
ENSG00000226536	SETP15	1083
ENSG00000287776	AL513487.1	56037
ENSG00000171405	XAGE5	6097
ENSG00000284107	MIR19B2	95
ENSG00000227261	YWHAZP7	630
ENSG00000238066	AC005002.2	268
ENSG00000230956	AL024493.1	832
ENSG00000225381	RPS5P7	607
ENSG00000236072	AL592043.2	742
ENSG00000228041	AL031313.1	255
ENSG00000227391	SALL1P1	3836
ENSG00000230039	AL450487.1	994
ENSG00000284043	MIR20B	68
ENSG00000278724	Metazoa_SRP	280
ENSG00000271400	AL392112.1	828
ENSG00000226685	CT47A12	2051
ENSG00000225397	AC244505.3	186
ENSG00000122145	TBX22	17021
ENSG00000200635	Y_RNA	101
ENSG00000226971	AL606490.2	1986
ENSG00000231593	BX510359.4	532
ENSG00000266328	MIR4536-2	87
ENSG00000271041	AL670379.9	252
ENSG00000252411	RNU6-1087P	100
ENSG00000228345	AC112492.3	1030
ENSG00000276897	AC231532.2	660
ENSG00000271502	AL670379.12	252
ENSG00000224735	BX323845.1	178
ENSG00000206900	RNU6-98P	106
ENSG00000276940	PLCE1P1	304
ENSG00000186675	MAGEE2	2267
ENSG00000271686	AL953862.2	819
ENSG00000232834	AC112492.4	351
ENSG00000250625	AL031073.1	1138
ENSG00000011677	GABRA3	285081
ENSG00000271519	AL590065.1	4773
ENSG00000235447	TRAPPC13P1	1061
ENSG00000269281	AC244505.7	271
ENSG00000234958	FABP5P13	327
ENSG00000285989	AL357123.1	302
ENSG00000224548	Z75741.1	609
ENSG00000226023	CT47A6	3322
ENSG00000273988	AL450472.3	1471
ENSG00000235598	RRM2P4	561
ENSG00000202473	RN7SKP81	330
ENSG00000277673	AL590808.1	140
ENSG00000283349	PFN5P	663
ENSG00000234391	AL606490.6	2286
ENSG00000177138	FAM9B	271450
ENSG00000274631	AL662814.1	120
ENSG00000276467	Z93929.2	2622
ENSG00000198889	DCAF12L1	3431
ENSG00000231809	NANOGP9	891
ENSG00000231489	AL606490.4	126
ENSG00000234404	SPRYD7P1	7107
ENSG00000204915	AC234772.1	936
ENSG00000207486	RNU6-1044P	106
ENSG00000189326	SPANXN4	8784
ENSG00000280223	AL645820.1	1672
ENSG00000199878	RN7SKP149	343
ENSG00000183631	PRR32	2057
ENSG00000276689	AL450487.2	406
ENSG00000228051	AL512504.2	1908
ENSG00000216171	MIR513C	83
ENSG00000230538	Z82209.1	2184
ENSG00000215000	AL034403.1	884
ENSG00000232582	AC234771.3	621
ENSG00000233887	AL354685.1	1754
ENSG00000091482	SMPX	52138
ENSG00000225110	PNMA6F	4087
ENSG00000274579	AL096861.1	122
ENSG00000213489	AL627231.1	1124
ENSG00000221081	MIR320D2	47
ENSG00000274901	Z69908.1	288
ENSG00000232765	AL158819.1	8946
ENSG00000207984	MIR513A2	126
ENSG00000284157	MIR106A	80
ENSG00000201567	RNA5SP510	98
ENSG00000223819	PPIAP89	481
ENSG00000237891	AL441985.1	636
ENSG00000284377	AL589669.1	90830
ENSG00000284538	MIR92A2	74
ENSG00000279437	Z82170.1	3191
ENSG00000226854	AL451105.2	1753
ENSG00000240439	RN7SL91P	290
ENSG00000259849	VENTXP1	2715
ENSG00000225661	RPL14P5	1598
ENSG00000236365	AL008987.1	236
ENSG00000225055	AL606490.1	2370
ENSG00000235729	AL500522.2	342
ENSG00000235730	OR2AF1P	938
ENSG00000237833	AL391380.1	1509
ENSG00000179300	RTL3	3260
ENSG00000224931	AC152010.1	6178
ENSG00000226199	AC112492.2	1029
ENSG00000214321	CBX1P4	456
ENSG00000212321	U3	219
ENSG00000227183	HDGFP1	251
ENSG00000077279	DCX	118650
ENSG00000230153	AF274573.1	5125
ENSG00000188408	MAGEB5	2101
ENSG00000215085	AL365400.1	639
ENSG00000230265	AC079178.1	655
ENSG00000238269	PAGE2B	3879
ENSG00000166160	OPN1MW2	13530
ENSG00000213498	TPT1P13	498
ENSG00000274962	TEX28P1	17016
ENSG00000201447	RNA5SP509	118
ENSG00000176774	MAGEB18	2393
ENSG00000226119	Z80107.1	411
ENSG00000200702	Y_RNA	101
ENSG00000227303	AC239727.1	231826
ENSG00000224089	CT47A10	3322
ENSG00000287585	AC231656.1	609
ENSG00000270736	AL670379.7	251
ENSG00000226112	FCF1P4	182
ENSG00000252219	MIR892C	76
ENSG00000275387	AL049732.1	120
ENSG00000226110	BX323845.2	233
ENSG00000237671	GAGE12C	7327
ENSG00000169164	AL159987.1	2305
ENSG00000227864	ARL5AP1	387
ENSG00000230100	AL606490.3	764
ENSG00000234901	MTND6P13	522
ENSG00000201443	RNU6-309P	105
ENSG00000270646	AL670379.5	251
ENSG00000240327	RN7SL93P	292
ENSG00000273877	AC236972.3	4708
ENSG00000230594	CT47A4	3322
ENSG00000225271	AC074281.1	2080
ENSG00000189064	GAGE2A	7298
ENSG00000227505	AC016925.1	297
ENSG00000204648	SSX9P	9363
ENSG00000282306	AC073488.7	777
ENSG00000275508	AL109620.1	1714
ENSG00000273788	U3	215
ENSG00000182508	LHFPL1	49406
ENSG00000288098	AL031073.2	806085
ENSG00000185638	FTH1P14	550
ENSG00000276892	AL022401.1	107
ENSG00000228004	MYCLP2	966
ENSG00000207957	MIR105-1	80
ENSG00000234191	LINC01283	33572
ENSG00000278530	CHMP1B2P	106875
ENSG00000224617	BX276092.1	250
ENSG00000271346	AC008162.1	253
ENSG00000228717	AF013593.1	1486
ENSG00000235039	MTND6P12	521
ENSG00000281941	AC073488.2	750
ENSG00000252296	AL359641.2	88
ENSG00000206765	RNU6-203P	103
ENSG00000234696	GPR50-AS1	2644
ENSG00000282300	AC073488.6	753
ENSG00000261030	AC079171.1	913
ENSG00000201912	RN7SKP189	329
ENSG00000215168	AL139276.1	1000
ENSG00000268089	GABRQ	19647
ENSG00000231110	FO393408.1	769
ENSG00000228517	CT47A7	3318
ENSG00000283400	AL807740.1	49023
ENSG00000131264	CDX4	7991
ENSG00000183035	CYLC1	25573
ENSG00000241248	RN7SL727P	295
ENSG00000165694	FRMD7	51027
ENSG00000226929	CT47A11	3318
ENSG00000282697	AC073488.11	753
ENSG00000227434	RNF19BPX	624
ENSG00000237619	OR3B1P	902
ENSG00000287223	Z94277.1	32683
ENSG00000271175	AC016925.2	241
ENSG00000230275	SERBP1P4	1161
ENSG00000252069	Y_RNA	106
ENSG00000232644	AC005297.2	605
ENSG00000279750	AC239585.2	2508
ENSG00000237381	AL023280.1	1422
ENSG00000287017	AL591022.1	7000
ENSG00000238223	AL121878.1	858
ENSG00000225957	AC231532.1	3561
ENSG00000224523	AL445213.1	18338
ENSG00000187268	FAM9C	9065
ENSG00000273696	CT45A7	8021
ENSG00000228354	AL450023.1	2047
ENSG00000233063	SAR1AP4	590
ENSG00000200587	RNA5SP514	110
ENSG00000265789	MIR4330	104
ENSG00000224539	SAGE4P	16504
ENSG00000271136	AL592504.1	438
ENSG00000222122	RNU6-648P	106
ENSG00000235190	AL008629.1	183
ENSG00000280142	AL357562.1	608
ENSG00000265456	MIR3672	81
ENSG00000223592	FNDC3CP	6726
ENSG00000285445	TUSC2P2	1236
ENSG00000235304	LINC01281	22406
ENSG00000234448	AL606490.7	190
ENSG00000228659	LINC01201	76556
ENSG00000201518	RNA5SP513	117
ENSG00000224440	CXorf51A	620
ENSG00000227042	AC003666.1	122984
ENSG00000278803	AC236972.4	6185
ENSG00000234201	BMI1P1	940
ENSG00000165584	SSX3	10280
ENSG00000270446	AL136363.1	336
ENSG00000226307	HNRNPDLP1	549
ENSG00000266560	MAGEA10-MAGEA5	23562
ENSG00000224692	Z68694.1	1009
ENSG00000204379	XAGE1A	5004
ENSG00000225046	AL035423.1	212
ENSG00000213924	HNRNPH1P2	1209
ENSG00000232068	AF003529.1	643
ENSG00000233162	MORF4L1P6	267
ENSG00000207435	RNU6-114P	104
ENSG00000237528	AL929410.2	188
ENSG00000275320	Z95327.3	1309
ENSG00000213704	EEF1A1P15	1407
ENSG00000238193	AC112656.1	1414
ENSG00000231093	AL391256.1	2157
ENSG00000234068	PAGE2	3824
ENSG00000229012	AC003685.1	3740
ENSG00000282840	AC004554.2	89317
ENSG00000228780	Z92545.1	233
ENSG00000189023	MAGEB16	5393
ENSG00000214930	KRT8P6	1206
ENSG00000202024	RNU6-934P	106
ENSG00000205642	VCX3B	1680
ENSG00000068985	PAGE1	8537
ENSG00000277289	BX510359.6	342
ENSG00000223260	RN7SKP194	350
ENSG00000214111	AC002504.1	690
ENSG00000224755	HMGN1P34	593
ENSG00000239228	RN7SL578P	282
ENSG00000189299	FOXR2	2792
ENSG00000232562	TPMTP3	789
ENSG00000225949	Z77249.2	2640
ENSG00000204382	XAGE1B	8726
ENSG00000184388	PABPC1L2B	2196
ENSG00000233446	AL691517.1	1234
ENSG00000226010	AL355852.1	2180
ENSG00000207873	MIR513A1	128
ENSG00000274588	DGKK	105416
ENSG00000283622	MIR4328	55
ENSG00000230788	AL512661.1	2721
ENSG00000231356	AL157698.1	1010
ENSG00000250084	BX510359.5	2551
ENSG00000222419	RNA5SP511	114
ENSG00000252205	RNU6-764P	104
ENSG00000201618	RNA5SP505	107
ENSG00000177324	BEND2	57955
ENSG00000215313	RPL6P30	861
ENSG00000237752	AL354685.2	1446
ENSG00000204363	SPANXN5	1283
ENSG00000235170	MTND1P31	960
ENSG00000224960	PPP4R3C	3134
ENSG00000207100	Z77249.1	138
ENSG00000046774	MAGEC2	2948
ENSG00000232293	PAICSP7	2907
ENSG00000270456	AL670379.3	250
ENSG00000187754	SSX7	10839
ENSG00000233880	AL161722.2	980
ENSG00000238764	AL845433.1	103
ENSG00000278283	AL020991.1	372
ENSG00000270794	AC005185.1	786
ENSG00000237963	AL441964.1	657
ENSG00000237275	AL450023.3	270
ENSG00000224816	NAP1L4P2	898
ENSG00000266828	RN7SL712P	307
ENSG00000214915	BX546450.1	694
ENSG00000270678	AL670379.6	251
ENSG00000181977	PYY3	212
ENSG00000196395	AC244505.1	4998
ENSG00000232576	AL645638.1	360
ENSG00000230130	MTND2P39	763
ENSG00000238178	AC078993.1	17928
ENSG00000183304	FAM9A	10588
ENSG00000216056	MIR891A	78
ENSG00000281955	AC073488.3	777
ENSG00000147183	CPXCR1	7560
ENSG00000227592	PIGFP3	721
ENSG00000276929	AL590240.3	4503
ENSG00000252163	RN7SKP31	277
ENSG00000227511	AC005297.1	861
ENSG00000226725	PABPC1L2B-AS1	4468
ENSG00000236185	HNRNPDLP3	379
ENSG00000233861	MGAT2P1	1464
ENSG00000278646	AC008162.2	1428
ENSG00000224765	AL035443.1	8196
ENSG00000268940	CT45A1	10086
ENSG00000232794	HNRNPDP1	753
ENSG00000147378	FATE1	7159
ENSG00000228464	AC073614.1	1006
ENSG00000189132	FAM47B	2119
ENSG00000197172	MAGEA6	3611
ENSG00000230668	AL844175.1	8713
ENSG00000166049	PASD1	113064
ENSG00000228182	MTND2P25	609
ENSG00000277876	AC108359.1	1592
ENSG00000229015	AL450472.1	1335
ENSG00000271660	Z99497.2	309
ENSG00000233243	AC112492.5	456
ENSG00000229594	AL159987.2	2625
ENSG00000147381	MAGEA4	12661
ENSG00000147145	LPAR4	9385
ENSG00000205777	GAGE1	19040
ENSG00000197185	SSXP1	5223
ENSG00000179083	FAM133A	38261
ENSG00000237208	AL445072.1	5800
ENSG00000228301	RPL7P55	745
ENSG00000232664	LARP1BP3	1563
ENSG00000225574	DRAXINP1	947
ENSG00000223904	HMGB1P12	597
ENSG00000229030	BX276092.3	229
ENSG00000232496	RPL3P12	1207
ENSG00000283334	MIR4536-1	87
ENSG00000270747	AL606490.9	270
ENSG00000234466	AL590240.2	893
ENSG00000277486	SAGE3P	5133
ENSG00000251954	RNU6-496P	98
ENSG00000200436	Y_RNA	111
ENSG00000216649	GAGE12E	7316
ENSG00000234442	BX276092.5	2311
ENSG00000215054	HNRNPCP10	883
ENSG00000283638	AC002407.1	5178
ENSG00000232813	AC245047.4	143
ENSG00000101890	GUCY2F	109180
ENSG00000216098	MIR892B	76
ENSG00000214720	KRT18P49	831
ENSG00000169297	NR0B1	5184
ENSG00000126890	CTAG2	1607
ENSG00000231144	EEF1A1P40	572
ENSG00000236988	AL359641.1	1557
ENSG00000147081	AKAP4	10230
ENSG00000221494	MIR548I4	76
ENSG00000237717	BX276092.8	249
ENSG00000271464	DPRXP7	465
ENSG00000196767	POU3F4	3837
ENSG00000239008	AL590031.1	126
ENSG00000204019	CT83	1290
ENSG00000234570	ZFRP1	6031
ENSG00000181433	SAGE1	23856
ENSG00000271322	AL357312.1	297
ENSG00000252454	MIR2114	79
ENSG00000206677	Y_RNA	97
ENSG00000229232	KRT18P53	116
ENSG00000276205	AL603758.1	240
ENSG00000235929	TPT1P14	504
ENSG00000270946	CT45A9	8394
ENSG00000207818	MIR105-2	80
ENSG00000270619	AL391358.1	5208
ENSG00000198930	CSAG1	6251
ENSG00000282299	AC073488.5	753
ENSG00000220132	AC236430.1	742
ENSG00000202410	Y_RNA	101
ENSG00000228160	AL158069.1	6702
ENSG00000202304	RNU6-1130P	106
ENSG00000226837	HMGB1P32	671
ENSG00000235642	PTP4A1P5	454
ENSG00000236929	AC112498.1	331
ENSG00000232951	IPO7P1	635
ENSG00000227521	AL390840.1	987
ENSG00000224630	AC234064.1	246
ENSG00000207589	MIR508	114
ENSG00000274398	AC233981.2	1613
ENSG00000236371	CT47A1	3312
ENSG00000202051	RNU6-382P	105
ENSG00000252978	RN7SKP183	323
ENSG00000271158	AL450472.2	1155
ENSG00000231937	AC116666.1	47974
ENSG00000224659	GAGE12J	7327
ENSG00000283931	MIR18B	70
ENSG00000185960	SHOX	35067
ENSG00000242362	CT47A2	3322
ENSG00000236077	BX119904.3	10493
ENSG00000198798	MAGEB3	7056
ENSG00000158164	TMSB15A	3057
ENSG00000211583	MIR767	108
ENSG00000204118	NAP1L6	2043
ENSG00000235061	UBE2V1P7	339
ENSG00000169551	CT55	14862
ENSG00000225660	Z99497.1	134
ENSG00000231603	AL606490.5	2982
ENSG00000277009	AC244097.1	17673
ENSG00000236126	CT47A3	3322
ENSG00000286085	AL109653.3	121576
ENSG00000201271	RNU1-112P	163
ENSG00000182583	VCX	1881
ENSG00000252583	MIR514B	79
ENSG00000229967	MAGEA4-AS1	9537
ENSG00000225384	AL606662.1	552
ENSG00000202495	Y_RNA	100
ENSG00000269791	SSX4B	9832
ENSG00000282358	AC073488.8	756
ENSG00000232735	ATG4AP1	537
ENSG00000202183	AL109931.1	146
ENSG00000206752	RNU6-1323P	106
ENSG00000224294	PINCR	49604
ENSG00000220541	AC233289.1	507
ENSG00000227488	GAGE12D	7327
ENSG00000270745	AL731768.1	138
ENSG00000226372	DCAF8L1	3457
ENSG00000225664	YWHAZP8	730
ENSG00000099399	MAGEB2	4526
ENSG00000237931	CLIC4P3	751
ENSG00000231388	AC079178.2	8667
ENSG00000271693	AL929325.1	116
ENSG00000235136	AL627224.1	443
ENSG00000189252	SPANXN3	8740
ENSG00000226313	MTCYBP12	1133
ENSG00000236870	AL121882.1	416
ENSG00000282668	AC073488.10	777
ENSG00000232168	P2RY10BP	912
ENSG00000270268	AL009028.1	801
ENSG00000270052	BX546450.2	628
ENSG00000208000	MIR509-1	93
ENSG00000233833	ETF1P3	1490
ENSG00000237860	BX119904.4	1315
ENSG00000227058	BX510359.2	2544
ENSG00000222667	RNU6-394P	106
ENSG00000183862	CNGA2	6853
ENSG00000228042	AL512882.1	831
ENSG00000219930	GAPDHP67	787
ENSG00000200852	RNA5SP499	118
ENSG00000231513	E2F6P4	513
ENSG00000270397	AL670379.2	251
ENSG00000236413	AL662874.1	229
ENSG00000229667	UBE2V1P9	367
ENSG00000226753	AL451105.1	188
ENSG00000282222	AC073488.4	756
ENSG00000284499	MIR363	74
ENSG00000102195	GPR50	4881
ENSG00000185448	FAM47A	2558
ENSG00000260802	SERTM2	10737
ENSG00000215070	XRCC6P5	1794
ENSG00000275268	U7	60
ENSG00000213487	ASS1P4	1233
ENSG00000134588	USP26	72478
ENSG00000252491	RNU1-142P	144
ENSG00000236189	RPL18AP15	516
ENSG00000212013	MIR509-2	90
ENSG00000275310	AC006158.1	248
ENSG00000226270	ZNF736P2Y	1278
ENSG00000284071	AC012005.2	9614
ENSG00000215603	ZNF92P1Y	1190
ENSG00000250868	XKRY	8420
ENSG00000227830	TRIM60P3Y	1017
ENSG00000238235	TSPY11P	2682
ENSG00000237040	DPH3P2	249
ENSG00000183795	BPY2B	31647
ENSG00000244231	CSPG4P2Y	3797
ENSG00000232614	USP9YP9	5149
ENSG00000237616	USP9YP32	2051
ENSG00000251705	RNA5-8SP6	151
ENSG00000229208	RBMY2NP	15278
ENSG00000237968	AC007322.3	1581
ENSG00000212855	TTTY2	17892
ENSG00000234110	TSPY25P	2169
ENSG00000242389	RBMY1E	14449
ENSG00000237659	RNASEH2CP1	501
ENSG00000229549	TSPY8	2802
ENSG00000131548	TTTY6B	1865
ENSG00000271375	AC134879.2	510
ENSG00000234622	AL683807.2	1429
ENSG00000235895	AC010154.1	3781
ENSG00000231874	TSPY18P	1117
ENSG00000278602	AC006338.2	1141
ENSG00000169789	PRY	24240
ENSG00000228578	TUBB1P2	2202
ENSG00000232744	USP9YP16	2604
ENSG00000215560	TTTY5	2078
ENSG00000239225	TTTY23	1164
ENSG00000275578	AC007742.2	2217
ENSG00000234583	TSPY19P	1117
ENSG00000270073	TSPY6P	2579
ENSG00000278854	AC007275.1	969
ENSG00000223655	RAB9AP3	572
ENSG00000223856	RAB9AP2	3649
ENSG00000224240	CYCSP49	318
ENSG00000183146	PRORY	3406
ENSG00000234081	ELOCP10	326
ENSG00000229138	CDY6P	1609
ENSG00000234803	FAM197Y2	9327
ENSG00000232845	TRAPPC2P9	2745
ENSG00000223517	AC010723.1	1277
ENSG00000218410	AC012078.1	1645
ENSG00000244246	ZNF736P8Y	668
ENSG00000244395	RBMY1D	14450
ENSG00000232899	CDY9P	1579
ENSG00000172352	CDY1B	2790
ENSG00000242393	AC010141.2	2171
ENSG00000232764	TRIM60P8Y	1069
ENSG00000233156	HSFY8P	802
ENSG00000233803	TSPY4	2820
ENSG00000224166	PRYP1	15068
ENSG00000172342	CSPG4P3Y	5361
ENSG00000229343	CDY22P	1553
ENSG00000232235	CDY3P	1617
ENSG00000229709	USP9YP36	8654
ENSG00000223422	AC007274.1	2129
ENSG00000169811	RBMY1HP	8449
ENSG00000197038	RBMY1A3P	11739
ENSG00000185894	BPY2C	31647
ENSG00000231411	DUX4L31	1135
ENSG00000275352	AC006335.2	486
ENSG00000243040	RBMY2FP	12966
ENSG00000234950	RBMY2OP	7870
ENSG00000258567	DUX4L16	1263
ENSG00000225685	TSPY5P	2597
ENSG00000183704	SLC9B1P1	45108
ENSG00000228571	HSFY7P	802
ENSG00000230476	OFD1P9Y	33092
ENSG00000172288	CDY1	2740
ENSG00000237447	CDC27P2	1921
ENSG00000280961	TTTY3B	4895
ENSG00000234414	RBMY1A1	37954
ENSG00000271595	ELOCP35	335
ENSG00000231375	CDY17P	1609
ENSG00000188656	TSPY7P	2749
ENSG00000225256	TRAPPC2P5	3111
ENSG00000225878	SERBP1P2	1163
ENSG00000278478	AC006987.1	278
ENSG00000237823	CDY19P	1911
ENSG00000242875	RBMY1B	37756
ENSG00000185700	TTTY8B	2857
ENSG00000236435	TSPY12P	1809
ENSG00000252900	RNU6-303P	105
ENSG00000229234	RBMY1KP	7249
ENSG00000231988	OFD1P3Y	9394
ENSG00000229940	TSPY22P	2026
ENSG00000232910	RAB9AP1	572
ENSG00000227444	AC007322.1	2171
ENSG00000236786	TSPY15P	2573
ENSG00000238073	RBMY2HP	4281
ENSG00000236951	AC007359.1	46670
ENSG00000223637	RBMY2EP	6594
ENSG00000223555	USP9YP23	2605
ENSG00000232634	NEFLP1	983
ENSG00000231026	XKRYP4	482
ENSG00000147761	TTTY7B	8438
ENSG00000271123	ELOCP5	332
ENSG00000250204	TTTY23B	2837
ENSG00000259154	DUX4L17	1266
ENSG00000228927	TSPY3	2802
ENSG00000225740	ELOCP6	327
ENSG00000274445	AC006986.1	240
ENSG00000227867	ELOCP11	331
ENSG00000228383	FAM197Y7	7878
ENSG00000226873	CDY14P	1013
ENSG00000224634	ZNF736P6Y	1212
ENSG00000224033	CDY8P	1609
